ID,Name:,Hersteller:,Erzeugnis aus:,Region:,Wein:,Jahrgang:,Rebsorte:,Qualität:,Alkohol in %:,Geschmack:,Allergene:,Ausbauart:,Trinktemperatur in °C:,Trinkempfehlung:,Verschluß:,Auszeichnungen:,Paßt zu:,Lage:,Boden:,Essen:,Herstellung:,Dekantieren:,Säure g/l:,Restzucker g/l:,Produkt aus biologischem Anbau:,Biokontrollstelle:,Diverses:,Zutaten:,Verkäufer:,Verkostungsnotiz:
35,2018 Rignana Chianti Classico D.O.C.G. Gallo Nero,Fattoria di Rignana,Italien,Toskana,Rotwein,2012,Sangiovese,,,trocken,,,,,,,"Dunkles Fleisch, Wildgeflügel, Hartkäse, Pasta, Steak, Vegetarisch",,,,,,,,,,,,2,"Auf seinem atemberaubend schönen Anwesen erschafft Cosimo Gericke edle Terroir-Weine im Zeichen des schwarzen Hahns Aus 85% Sangiovese und 15% Canaiolo entsteht sein Chianti Classico. Die Vinifikation erfolgt unter strenger Temperaturkontrolle mit natürlichen Hefen. Danach reift der Wein ein Jahr in den tradtitionellen, großen Eichenfässern. Das Ergebnis ist ein Chianti wie aus dem Bilderbuch: viel Sonne und Frucht, die typischen Veilchennoten, vollmundig, jedoch nicht sättigend, dazu milde Tannine, die zusammen mit der fast salzigen Mineralität des Galestro-Bodens den Wein frisch und lebendig erhalten. Die maximale Produktion von nur 20.000 Flaschen pro Jahrgang garantiert Exklusivität! Herkunftsland: Italien. Enthält Sulfite. Alkoholgehalt: 13,5%Vol. Verantwortlicher Lebensmittelunternehmer: Fattoria di Rignana | Via di Rignana 15 | I-50022 Greve (FI) Fattoria di Rignana: Chianti Classico in Perfektion! "
36,"2013 Cantina di Venosa Carato Venusio D.O.C.G. Aglianico del Vulture 1,5l Magnum",,Italien,Basilikata,Rotwein,,Aglianico,,,,,,,,,,,,,,,,,,,,,,2,"Aglianico: Venosa-Vino vom vulkanischen Vulture - der Superiore ist ein echter Knüller! Der Flagship Wine des Hauses zeigt, wie viel Potenzial in dem unvergleichlichen Terroir Venosas steckt. Die Cantina di Venosa ist eine der kleinsten Winzergenossenschaftens Italiens. Der Weinbau erfolgt auf ca. 200-800 (!) Metern Höhe rund um den erloschenen Vulkan Vulture. Der Wein selbst wird aus der alten roten Rebsorte Aglianico del Vulture gekeltert. Der Name ist eine Verballhornung des Wortes Hellenico, was darauf hinweist, dass die Varietät im Zuge der Kolonialisierung Süditaliens durch antike Griechen ins Land gekommen ist. Das von Hand in der ersten Novemberhälfte (!) gelesene Rebgut stammt von Lagen auf vulkanischem Boden in 450-500 Metern Höhe mit Ertragsbeschränkung auf lediglich 30-35hl pro Hektar. Der Aglianico wird nach alkoholischer und malolaktischer Gärung 18 Monate lang in kleinen Barriques und danach mindestens ein Jahr auf der Flasche ausgebaut. Im Glas tiefrot mit rubin- und granatroten Reflexen, duftet der Wein intensiv, nuancenreich und würzig nach reifen, dunklen Früchten (Johannisbeere, Brombeere, Cassis) und feinen mediterranen Kräutern. Am Gaumen ist er sehr vollmundig, tief, extraktreich und reichhaltig. Die milden, reifen Tannine sind gut eingebunden und geben dem Wein samtige, dennoch feste Struktur, feine Eleganz und lange Alterungsfähigkeit. Ein langlebiger, prachtvoller ""Vin de Garde"", der gern einige Zeit vor dem Genuss karaffiert werden darf und es dann problemlos mit den Platzhirschen aus Piemont und Toskana aufnehmen kann - nicht zu Unrecht wird großer Aglianico del Vulture als der ""Barolo des Südens"" bezeichnet! "
37,2018 Château Arbo Bordeaux A.O.C. Montagne-Saint-Émilion,,Frankreich,Bordeaux,Rotwein,,"Cabernet Franc, Merlot",,,,,,,,,,,,,,,,,,,,,,2,"Exklusiv für Deutschland: Ein umwerfender Spitzen-Bordeaux aus Montagne-Saint-Émilion! Astrid Jordana und Dorian Arbo, beide Winzerfamilien entsprossen, konnten sich mit der Restaurierung und Reaktivierung dieses Mini-Weingutes (nur 8.000 Flaschen in 2018!) in den Hügeln über Saint-Émilion einen Traum erfüllen. Mit viel Respekt vor der Natur entsteht auf dem wunderschönen Anwesen seit 2015 ein hochklassiger, individueller Rotwein. Der 2018er ist ein spät gelesener, kraftvoller Bordeaux aus 88% Merlot und 12% Cabernet Franc, der aufgrund seiner Intensität einen 14-monatigem Ausbau je zur Hälfte in neuen und bereits verwendeten Barriques ermöglichte. Die intensive, komplexe Nase zeigt sofort die typischen Aromen des Merlots: Minze, viel reife rote Beeren, Pflaume, im Hintergrund Andeutungen von Tabak, Kaffee, Schokolade. Am Gaumen entfaltet sich eine reichaltige, elegante Mundfülle, die trotz der Extraktreichheit durchaus opulent, jedoch niemals marmeladig oder zu üppig wirkt.  Trotz seiner Jugend ist der Château Arbo, aufgrund der gut gelungenen Einbindung der kräftigen Tannine, bereits jetzt mit Genuss trinkbar und verspricht für die nächsten zehn bis fünfzehn Jahre eine wundervolle Reifung zu einem glorreichen Vin de Garde. Durch persönliche Vermittlung bin ich an eine Probeflasche dieses besonderen Rotweines gekommen und war sofort überzeugt, wieder einmal eine Perle für das divino-Sortiment aufgetan zu haben. Profitieren Sie jetzt von dem äußerst günstigen Einführungspreis dieses außergewöhnlichen Weines! Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 15,0%Vol. Verantwortlicher Lebensmittelunternehmer: Château Arbo | EARL Jorda | Route des Faucheries 13 | F-33570 Montagne Château Arbo "
38,"2018 Château Arbo Bordeaux A.O.C. Montagne-Saint-Émilion 1,5l Magnum",,Frankreich,Bordeaux,Rotwein,,"Cabernet Franc, Merlot",,,,,,,,,,,,,,,,,,,,,,2,"Exklusiv für Deutschland: Ein umwerfender Spitzen-Bordeaux aus Montagne-Saint-Émilion! Astrid Jordana und Dorian Arbo, beide Winzerfamilien entsprossen, konnten sich mit der Restaurierung und Reaktivierung dieses Mini-Weingutes (nur 8.000 Flaschen in 2018!) in den Hügeln über Saint-Émilion einen Traum erfüllen. Mit viel Respekt vor der Natur entsteht auf dem wunderschönen Anwesen seit 2015 ein hochklassiger, individueller Rotwein. Der 2016er ist ein spät gelesener, kraftvoller Bordeaux aus 88% Merlot und 12% Cabernet Franc, der aufgrund seiner Intensität einen 14-monatigem Ausbau je zur Hälfte in neuen und bereits verwendeten Barriques ermöglichte. Die intensive, komplexe Nase zeigt sofort die typischen Aromen des Merlots: Minze, viel reife rote Beeren, Pflaume, im Hintergrund Andeutungen von Tabak, Kaffee, Schokolade. Am Gaumen entfaltet sich eine reichhaltige, elegante Mundfülle, die trotz der Extraktreichheit durchaus opulent, jedoch niemals marmeladig oder zu üppig wirkt.  Trotz seiner Jugend ist der Château Arbo, aufgrund der gut gelungenen Einbindung der kräftigen Tannine, bereits jetzt mit Genuss trinkbar und verspricht für die nächsten zehn bis fünfzehn Jahre eine wundervolle Reifung zu einem glorreichen Vin de Garde. Durch persönliche Vermittlung bin ich an eine Probeflasche dieses besonderen Rotweines gekommen und war sofort überzeugt, wieder einmal eine Perle für das divino-Sortiment aufgetan zu haben. Profitieren Sie jetzt von dem äußerst günstigen Einführungspreis dieses außergewöhnlichen Weines! Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 15,0%Vol. Verantwortlicher Lebensmittelunternehmer: Château Arbo | EARL Jorda | Route des Faucheries 13 | F-33570 Montagne   Château Arbo "
39,2014 Otero Reserva D.O.P. Valles de Benavente,,Spanien,Valles de Benavente,Rotwein,,Prieto Picudo,,,,,,,,,,,,,,,,,,,,,,2,"100% Prieto Picudo: Die autochthone Reserva von Otero! Der kleine Weinort Benavente liegt im Nordosten der Provinz Zamora nahe Valladolid. Auf den dunklen, felsigen Kalksteinböden wächst, neben Macabeo und Tempranillo, die hochinteressante autochthone Rebsorte Prieto Picudo. Julio Otero, Winzer in dritter Generation und Enkel von Firmengründer Juan Otero, präsentiert nicht ohne Stolz seine in Ruhe gereifte, feine Reserva. Nach 24 Monaten Ausbau in amerikanischen und französischen Barriques und nochmal 24 Monaten Verfeinerung auf der Flasche kommt der Wein absolut trinkreif in den Handel. Mit der komplexen, intensiven Nase, den reifen Fruchtnoten, den gut eingebundenen, samtigen Tanninen und der feinen Mineralität am Gaumen bei fast völliger Abwesenheit von Holztönen erinnert die Otero Reserva stark an einen großen italienischen Rotwein - ein Charakteristikum der Prieto Picudo. Herkunftsland: Spanien. Enthält Sulfite. Alkoholgehalt: 13,5%Vol. Verantwortlicher Lebensmittelunternehmer: Bodegas Otero S.A. | Avda. El Ferial 22 | E-49600 Benavente "
40,2015 Otero Crianza D.O.P. Valles de Benavente,,Spanien,Valles de Benavente,Rotwein,,Prieto Picudo,,,,,,,,,,,,,,,,,,,,,,2,"Italianità auf Kastilisch: Die autochthone Crianza von Otero! Der kleine Weinort Benavente liegt im Nordosten der Provinz Zamora nahe Valladolid. Auf den dunklen, felsigen Kalksteinböden wächst, neben Macabeo und Tempranillo, die hochinteressante autochthone Rebsorte Prieto Picudo. Julio Otero, Winzer in dritter Generation und Enkel von Firmengründer Juan Otero, präsentiert nicht ohne Stolz seine in Ruhe gereifte, feine Crianza. Nach 14 Monaten Ausbau in amerikanischen und französischen Barriques und großzügigen 24 Monaten Verfeinerung auf der Flasche kommt der Wein absolut trinkreif in den Handel - gesetzlich vorgeschrieben sind lediglich je 12 Monate! Mit der komplexen Nase, den intensiven, kirschigen Fruchtnoten, gepaart mit Nuancen von Vanille und Kakao, den reifen Tanninen und der feinen Mineralität am Gaumen würde so mancher den Wein bei einer Blindverkostung nach Italien verorten - typisch für die Prieto Picudo! Herkunftsland: Spanien. Enthält Sulfite. Alkoholgehalt: 13,5%Vol. Verantwortlicher Lebensmittelunternehmer: Bodegas Otero S.A. | Avda. El Ferial 22 | E-49600 Benavente "
41,2019 Grand Veneur Côtes du Rhône A.C. Rouge,Domaine Grand Veneur,Frankreich,Côtes du Rhône,Rotwein,2018,"Cinsault, Grenache, Shiraz / Syrah",,,leichter Wein,,,,,,,"Dunkles Fleisch, Wildgeflügel, Vegetarisch, Vorspeise, Weichkäse",,,,,,,,,,,,2,"Familie Jaume pflegt das Understatement: Grand Veneur Côtes du Rhône - ein großer Wein mit kleinem Namen! Die Domaine Grand Veneur liegt außerhalb von Orange an der Straße nach Châteauneuf-du-Pape. Der Familienbetrieb wird von Patron Alain Jaume und seinen drei Kindern, Christophe, Sébastien sowie neuerdings auch Hélène, geführt. Neben Châteauneuf-du-Pape höchster Qualität wird hauptsächlich Côtes du Rhône und  Rotwein aller wichtigen lokalen Appellationen (beispielsweise Vacqueyras, Gigondas oder Ventoux) erzeugt. Die Basislinie heißt ""Grand Veneur"" und gehört seit der Gründung von divino Weinhandel im Jahre 1998 fest zum Sortiment. Der Grand Veneur Côtes du Rhône A.C. Rouge könnte auch als Villages durchgehen - gut genug ist er jedenfalls. Der Mischsatz aus Syrah, Grenache und Cinsault punktet mit frischen, fleischigen Kirsch- und Himbeernoten, zurückhaltenden Gewürztönen und großer Intensität. Bereits als junger Wein absolut trinkreif, können ein paar Jahre Lagerung jedoch keinesfalls schaden. Der gute Tropfen eignet sich hervorragend zu mit Kräutern verfeinerten Gerichten, zum Beispiel Huhn, Ente, Lamm, Wild, gegrilltem Fleisch oder Gemüse. Wen schwerflüssige, überkonzentrierte Neue-Welt-Weine ermüden, wird im Hause Jaume garantiert fündig! Ich freue mich, Ihnen diesen Rotwein-Klassiker exklusiv bei divino.de in allen gängigen Gebindegrößen anbieten zu können: als halbe (0,375l-), normale (0,75l-) und Magnumflasche (1,5l). Über das besonders gute Preis-Leistungs-Verhältnis dürfen sich alle freuen! Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 14,0%Vol. Verantwortlicher Lebensmittelunternehmer: Vignobles Alain Jaume | DOmaine Grand Veneur | Route de Châteauneuf-du-Pape 1358 | F-84100 Orange "
42,2018 Cantina di Venosa Verbo Rosso D.O.P. Aglianico del Vulture,,Italien,Basilikata,Rotwein,,Aglianico,,,,,,,,,,,,,,,,,,,,,,2,"Verbo: Venosa-Vino vom vulkanischen Vulture! ""Verbo"" - das (Sprich-)Wort: Mit dieser Namensgebung erinnert die Cantina di Venosa an den römischen Dichter Horaz, berühmtester Sohn der antiken lukanischen Stadt Venusia an der Via Appia. Die Cantina di Venosa ist eine der kleinsten Winzergenossenschaftens Italiens. Der Weinbau im Norden der süditalienischen Region Basilikata erfolgt auf ca. 200-800 (!) Metern Höhe rund um den erloschenen Vulkan Vulture. Der Wein selbst wird aus der alten roten Rebsorte Aglianico del Vulture gekeltert. Der Name ist eine Verballhornung des Wortes Hellenico, was darauf hinweist, dass die Varietät im Zuge der Kolonialisierung Süditaliens durch die antike Griechen ins Land gekommen ist. Das von Hand im Oktober gelesene Rebgut stammt von Lagen auf vulkanischem Boden. Der Ausbau des Weines erfolgt in traditionellen großen Eichenfässern. Im Glas rubinrot mit granatroten Reflexen, duftet der Wein intensiv und würzig nach Johannisbeere, Schwarzkirsche sowie mediterranen Kräutern. Am Gaumen ist er schön weinig, vollmundig und harmonisch mit feinem Nachhall. Ein schöner Rotwein für alle Fälle! "
43,2014 Teanum Gran Tiati,Cantina Teanum,Italien,Apulien,Rotwein,2014,"Aglianico, Montepulciano, Shiraz / Syrah",,,"extraktreicher, schwerer Wein",,,,,,,"Dunkles Fleisch, Wildgeflügel, Hartkäse, Schimmelkäse, Steak",,,,,,,,,,,,2,"Die Spitzencuvée von Teanum - ein wirklich großer Wein aus dem Süden! Bis vor einigen Jahren war das, was wir heute als Teanum kennen, eine von vielen recht heruntergekommenen Genossenschaften in Süditalien. Seitdem hat sich in den Hügeln bei Foggia jedoch viel getan: Sinnvolle Investitionen in moderne Kellertechnik, ein neues, junes Önologenteam sowie die natunahe Bearbeitung des hervorragenden Reblandes und –materials brachten frischen Wind ins Unternehmen, so dass Teanum heute für eine vorbildliche Neuinter-pretation der alten, großen Rebsorten des Südens, wie zum Beispiel Primitivo, Nero di Troia, Negroamaro oder Falanghina bekannt ist. Der Gran Tiati wird aus Aglianico, Montepulciano und Syrah gekeltert, vereint weinkulturell also Süditalien mit Südfrankreich. Der Ausbau erfolgt 12 Monate in amerikanischen und französischen Barriques, danach mindestens 6 Monate in der Flasche. Der Wein verführt sofort mit seinem intensiven Bukett nach roten Beeren, Gewürzen und Vanille. Am Gaumen ist er reichhaltig und vollmundig, mit gut eingebundenen, weichen Tanninen ganz ohne störende Holznoten und einem langen Abgang. Wir freuen uns, Ihnen diesen apulischen Rotwein der Extraklasse zu einem besonders interessanten Preis anbieten zu können! "
44,"2018 Domaine Girard Cuvée Neri Rouge A.O.P. Malepère Magnum (1,5l)",Domaine Girard,Frankreich,Languedoc-Roussillon,Rotwein,2018,"Cabernet Franc, Malbec, Merlot",,,trocken,,,,,,,"Dunkles Fleisch, Wildgeflügel, Helles Fleisch, Geflügel, Weichkäse",,,,,,,,,,,,2,"Cuvée Neri - das Flagschiff aus dem Hause Girard Die Domaine Girard liegt südwestlich von Carcassonne und westlich von Limoux im Örtchen Alaigne, Gemeinde der winzig kleinen A.O.C. Malepère im Languedoc-Roussillon. Die Besonderheit der Gegend ist das Zusammenspiel dreier klimatischer Einflüsse: vor Ort die kühle Höhenlage, von Westen frisches atlantisches Klima und von Osten warme mediterrane Luft. Seit 1928 bewirtschaftet die Familie Girard ihr kleines Weingut. Die Spitzencuvée ""Neri"" ist ein Blend aus 50% Merlot, 40% Cabernet Franc und 10% Malbec. Die Rebstöcke stehen auf einer 350m hoch gelegenen Parzelle in Süd-West-Ausrichtung. Der Boden besteht hauptsächlich aus Lehm-Kalkstein, die Oberfläche ist mit wärmespeichernden großen Steinen übersät. Der Ertrag ist mit 40hl/ha bewusst niedrig gewählt. Philippe Girard baut seine Cuvée Neri nach kühler Maischegärung ein Jahr lang in mittelgroßen 500l-Barriques aus. Das Ergebnis spricht für sich: Die dunkelfruchtig-reife Aromatik des dominanten Merlots, gepaart mit der Eleganz des Cabernet Francs, der Struktur vom Malbec, dem gut eingebetteten Barrique und der feinen Mineralität, die das ungewöhnliche Terroir spendet, ergibt einen in sich ruhenden, überzeugenden Rotwein, der schon jetzt gefällt, sein volles Potenzial jedoch in den nächsten Jahren zeigen wird. Insgesamt ein klassischer Vin de Garde und dazu ein perfekter Botschafter für die kleine Appellation am Pyrenäenrand! "
45,2018 Domaine Girard Cuvée Neri Rouge A.O.P. Malepère,Domaine Girard,Frankreich,Languedoc-Roussillon,Rotwein,2018,"Cabernet Franc, Malbec, Merlot",,,trocken,,,,,,,"Dunkles Fleisch, Wildgeflügel, Helles Fleisch, Geflügel, Weichkäse",,,,,,,,,,,,2,"Cuvée Neri - das Flagschiff aus dem Hause Girard Die Domaine Girard liegt südwestlich von Carcassonne und westlich von Limoux im Örtchen Alaigne, Gemeinde der winzig kleinen A.O.C. Malepère im Languedoc-Roussillon. Die Besonderheit der Gegend ist das Zusammenspiel dreier klimatischer Einflüsse: vor Ort die kühle Höhenlage, von Westen frisches atlantisches Klima und von Osten warme mediterrane Luft. Seit 1928 bewirtschaftet die Familie Girard ihr kleines Weingut. Die Spitzencuvée ""Neri"" ist ein Blend aus 50% Merlot, 40% Cabernet Franc und 10% Malbec. Die Rebstöcke stehen auf einer 350m hoch gelegenen Parzelle in Süd-West-Ausrichtung. Der Boden besteht hauptsächlich aus Lehm-Kalkstein, die Oberfläche ist mit wärmespeichernden großen Steinen übersät. Der Ertrag ist mit 40hl/ha bewusst niedrig gewählt. Philippe Girard baut seine Cuvée Neri nach kühler Maischegärung ein Jahr lang in mittelgroßen 500l-Barriques aus. Das Ergebnis spricht für sich: Die dunkelfruchtig-reife Aromatik des dominanten Merlots, gepaart mit der Eleganz des Cabernet Francs, der Struktur vom Malbec, dem gut eingebetteten Barrique und der feinen Mineralität, die das ungewöhnliche Terroir spendet, ergibt einen in sich ruhenden, überzeugenden Rotwein, der schon jetzt gefällt, sein volles Potenzial jedoch in den nächsten Jahren zeigen wird. Insgesamt ein klassischer Vin de Garde und dazu ein perfekter Botschafter für die kleine Appellation am Pyrenäenrand! "
46,2018 Domaine Girard Pinot Noir I.G.P.,Domaine Girard,Frankreich,Languedoc-Roussillon,Rotwein,2018,Pinot Noir / Spätburgunder,,,trocken,,,,,,,"Dunkles Fleisch, Wildgeflügel, Helles Fleisch, Geflügel, Weichkäse",,,,,,,,,,,,2,"Ein wundervoller Pinot Noir mit mediterranem Akzent - wer kann da schon widerstehen? Die Domaine Girard liegt südwestlich von Carcassonne und westlich von Limoux im Örtchen Alaigne, Gemeinde der winzig kleinen A.O.C. Malepère im Languedoc-Roussillon. Die Besonderheit der Gegend ist das Zusammenspiel dreier klimatischer Einflüsse: vor Ort die kühle Höhenlage, von Westen frisches atlantisches Klima und von Osten warme mediterrane Luft. Philippe Girard, Winzer in fünfter Generation, ist besonders stolz auf seinen Pinot Noir. Der Wein ist, in Anlehnung an die großen Vorbilder aus dem Burgund, von heller Farbe und leicht im Stil, bringt jedoch viel Süden ins Glas: Würzig in der Nase, schmeichelhaft am Gaumen, jeweils begleitet von feinen roten Frucht- und Beerenaromen, weiche Tannine, genügend vollmundig und mit seidigem Abgang. Chapeau! "
47,"2019 Alain Jaume & Fils (Domaine Grand Veneur) Ventoux A.C. ""Les Gélinottes""",Domaine Grand Veneur,Frankreich,Côtes du Rhône,Rotwein,2018,"Grenache, Shiraz / Syrah",,,trocken,,,,,,,"Dunkles Fleisch, Wildgeflügel, Vegetarisch, Vorspeise",,,,,,,,,,,,2,"Der ""Kleine"" von den Jaumes ist erwachsen geworden!  Aus je 50% Grenache Noir und Syrah wird dieser wundervoll duftig-fruchtig, kühl und auch bereits jung zu trinkende Rotwein gekeltert. Die Tugenden des Hauses Alain Jaume - Domaine Grand Veneur kommen bereits beim Junior voll zum Tragen: intensives Aroma, volles Bukett, elegant-feiner Stil und Volumen ohne Schwere oder Fettleibigkeit, das Ganze zum ausgesprochenen Freundschaftspreis! Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 13,5%Vol. Verantwortlicher Lebensmittelunternehmer: Vignobles Alain Jaume | DOmaine Grand Veneur | Route de Châteauneuf-du-Pape 1358 | F-84100 Orange "
48,"2019 Grand Veneur Côtes du Rhône A.C. Rouge 0,375l",Domaine Grand Veneur,Frankreich,Côtes du Rhône,Rotwein,2018,"Cinsault, Grenache",,,leichter Wein,,,,,,,"Dunkles Fleisch, Wildgeflügel, Vegetarisch, Vorspeise, Weichkäse",,,,,,,,,,,,2,"Familie Jaume pflegt das Understatement: Grand Veneur Côtes du Rhône, ein großer Wein mit kleinem Namen! Die Domaine Grand Veneur liegt außerhalb von Orange an der Straße nach Châteauneuf-du-Pape. Der Familienbetrieb wird von Patron Alain Jaume und seinen drei Kindern, Christophe, Sébastien sowie neuerdings auch Hélène, geführt. Neben Châteauneuf-du-Pape höchster Qualität wird hauptsächlich Côtes du Rhône und  Rotwein aller wichtigen lokalen Appellationen (beispielsweise Vacqueyras, Gigondas oder Ventoux) erzeugt. Die Basislinie heißt ""Grand Veneur"" und gehört seit der Gründung von divino Weinhandel im Jahre 1998 fest zum Sortiment. Der Grand Veneur Côtes du Rhône A.C. Rouge könnte auch als Villages durchgehen - gut genug ist er jedenfalls. Der Mischsatz aus Syrah, Grenache und Cinsault punktet mit frischen, fleischigen Kirsch- und Himbeernoten, zurückhaltenden Gewürztönen und großer Intensität. Bereits als junger Wein absolut trinkreif, können ein paar Jahre Lagerung jedoch keinesfalls schaden. Der gute Tropfen eignet sich hervorragend zu mit Kräutern verfeinerten Gerichten, zum Beispiel Huhn, Ente, Lamm, Wild, gegrilltem Fleisch oder Gemüse. Wen schwerflüssige, überkonzentrierte Neue-Welt-Weine ermüden, wird im Hause Jaume garantiert fündig! Ich freue mich, Ihnen diesen Rotwein-Klassiker exklusiv bei divino.de in allen gängigen Gebindegrößen anbieten zu können: als halbe (0,375l-), normale (0,75l-) und Magnumflasche (1,5l). Über das besonders gute Preis-Leistungs-Verhältnis dürfen sich alle freuen! Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 14,0%Vol. Verantwortlicher Lebensmittelunternehmer: Vignobles Alain Jaume | DOmaine Grand Veneur | Route de Châteauneuf-du-Pape 1358 | F-84100 Orange "
49,2013 Cantina di Venosa Carato Venusio D.O.C.G. Aglianico del Vulture Superiore,,Italien,Basilikata,Rotwein,,Aglianico,,,,,,,,,,,,,,,,,,,,,,2,"Aglianico: Venosa-Vino vom vulkanischen Vulture - der Superiore ist ein echter Knüller! Der Flagshiip Wine des Hauses zeigt, wie viel Potenzial in dem unvergleichlichen Terroir Venosas steckt. Die Cantina di Venosa ist eine der kleinsten Winzergenossenschaftens Italiens. Der Weinbau erfolgt auf ca. 200-800 (!) Metern Höhe rund um den erloschenen Vulkan Vulture. Der Wein selbst wird aus der alten roten Rebsorte Aglianico del Vulture gekeltert. Der Name ist eine Verballhornung des Wortes Hellenico, was darauf hinweist, dass die Varietät im Zuge der Kolonialisierung Süditaliens durch antike Griechen ins Land gekommen ist. Das von Hand in der ersten Novemberhälfte (!) gelesene Rebgut stammt von Lagen auf vulkanischem Boden in 450-500 Metern Höhe mit Ertragsbeschränkung auf lediglich 30-35hl pro Hektar. Der Aglianico wird nach alkoholischer und malolaktischer Gärung 18 Monate lang in kleinen Barriques und danach mindestens ein Jahr auf der Flasche ausgebaut. Im Glas tiefrot mit rubin- und granatroten Reflexen, duftet der Wein intensiv, nuancenreich und würzig nach reifen, dunklen Früchten (Johannisbeere, Brombeere, Cassis) und feinen mediterranen Kräutern. Am Gaumen ist er sehr vollmundig, tief, extraktreich und reichhaltig. Die milden, reifen Tannine sind gut eingebunden und geben dem Wein samtige, dennoch feste Struktur, feine Eleganz und lange Alterungsfähigkeit. Ein langlebiger, prachtvoller ""Vin de Garde"", der gern einige Zeit vor dem Genuss karaffiert werden darf und es dann problemlos mit den Platzhirschen aus Piemont und Toskana aufnehmen kann - nicht zu Unrecht wird großer Aglianico del Vulture als der ""Barolo des Südens"" bezeichnet! "
50,2018 Cantina di Venosa Terre di Orazio D.O.P. Aglianico del Vulture,,Italien,Basilikata,Rotwein,,Aglianico,,,,,,,,,,,,,,,,,,,,,,2,"Aglianico: vollmundiger Venosa-Vino vom vulkanischen Vulture! Terre di Orazio: Mit dieser Namensgebung erinnert die Cantina di Venosa an den römischen Dichter Horaz, berühmtester Sohn der antiken lukanischen Stadt Venusia an der Via Appia. Die Cantina di Venosa ist eine der kleinsten Winzergenossenschaftens Italiens. Der Weinbau im Norden der süditalienischen Region Basilikata erfolgt auf ca. 200-800 (!) Metern Höhe rund um den erloschenen Vulkan Vulture. Der Wein selbst wird aus der alten roten Rebsorte Aglianico del Vulture gekeltert. Der Name ist eine Verballhornung des Wortes Hellenico, was darauf hinweist, dass die Varietät im Zuge der Kolonialisierung Süditaliens durch die antike Griechen ins Land gekommen ist. Das von Hand Ende Oktober gelesene Rebgut stammt von Lagen auf vulkanischem Boden in 450-500 Metern Höhe mit Ertragsbeschränkung auf lediglich 35-40hl pro Hektar. Der Aglianico wird nach alkoholischer und malolaktischer Gärung ganz traditionell 15 Monate lang in 250hl-Fässern und danach auf der Flasche ausgebaut. Im Glas tief rubinrot mit granatroten Reflexen, duftet der Wein intensiv und nachhaltig nach Johannisbeere, Cassis, Flieder sowie mediterranen Kräutern. Am Gaumen ist er sehr vollmundig. Die milden, reifen Tannine sind gut eingebunden und geben dem Wein Struktur. Ein klassischer, feiner Rotwein mit überraschender Tiefe - nicht von ungefähr wird der Aglianico del Vulture auch ""Barolo des Südens"" genannt! "
51,2019 Cantina di Venosa Matematico Merlot Vino Rosso Vulcanico,,Italien,Basilikata,Rotwein,,"Aglianico, Merlot",,,,,,,,,,,,,,,,,,,,,,2,"Neu: Matematico - ein aufwendiger Spitzen-Merlot aus der Basilikata Die Cantina di Venosa ist eine der kleinsten Winzergenossenschaftens Italiens. Der Weinbau erfolgt auf ca. 200-800 (!) Metern Höhe rund um den erloschenen Vulkan Vulture. Das besondere, vulkanische Terroir verleiht den Weinen eine besondere Mineralität. Aus 80% Merlot und 20% Aglianico wird der brandneue Flagship-Wein der Cantina bereitet. Sechs Monate Barriquelagerung reichen dem opulenten Tropfen, um ihn auf eine vielversprechende Reise in die Vollreife zu bringen. Nichtsdestotrotz ist der Matematico bereits jetzt sehr gut trinkbar, denn die Tannine sind ausgezeichnet in die kraftvoll fruchtige Intensität des Weines integriert. In der Nase dominieren konzentrierte, reife Aromen von Schwarzkirsche, Pflaume, Granatapfel, auch Tabak, Vanille und einem Hauch weißen Pfeffers. Die reichhaltige Fülle am Gaumen mündet in einen eleganten, anhaltenden, von der feinen Mineralität der Vulkanerde begleiteten Abgang. Dieser vom Start weg hervorragend gelungene Rotwein demonstriert ganz klar den berechtigten Anspruch Süditaliens, den bislang äußerst erfolgreich absolvierten Aufstieg vom Massenweinlieferanten über die Wiederweckung alter, autochthoner Rebsorten mit modernen Methoden bis hin zu absoluten Spitzenweinen in gleicher Reihe mit Amarone, Barolo, Brunello & Co. erfolgreich zu erfüllen. "
