,best_match_score,__id_left,__id_right,Unnamed: 0,Unnamed: 0.1,wine_name_left,wine_country_left,wine_region_left,wine_year_left,wine_type_left,wine_price_left,wine_url,wine_thumb_left,wine_description,wine_seller,taste_id,wine_id,wine_name_right,wine_winery,wine_alcohol,wine_type_right,wine_year_right,wine_country_right,wine_region_right,wine_price_right,wine_structure,wine_tastes,wine_rating,wine_thumb_right
33513,1.0037118790355617,515_left,1678_right,568,568,Schloss Gobelsburg Grüner Veltliner Tradition,Österreich,Kamptal,2017.0,white,29.0,https://www.wein-direktimport.de/weine/oesterreich/kamptal/weingut-schloss-gobelsburg/3596/2017-gruener-veltliner-tradition?c=559,https://www.wein-direktimport.de/media/image/b0/2b/43/GV-Tradition-Front-Zip_200x300.jpg," Falstaff Weinguide 2019/2020, Peter Moser: „Leuchtendes Goldgelb, Silberreflexe. Zart tabakige Würze unterlegt Pfirsich und Ananas, ein Hauch von Apfel und Mandarinenzesten. Gute Komplexität, saftig, elegant, mineralisch im Abgang, facettenreiche Säurestruktur, Apfelnuancen im Nachhall, gutes Entwicklungspotenzial.“ Stephan Reinhardt, Wine Advocate, März 2020: „Gobelsburg's 2017 Grüner Veltliner Tradition is clear, ripe and intense on the slightly oaky but deep and complex nose. Ripe, lush, elegant and intense on the palate, this is a full-bodied, rich and powerful yet spicy-mineral Veltliner with a firm tannin structure and remarkable aging potential. It's a typical Veltliner and needs five or more years to integrate its phenols and reduce its baby fat. Again, this is entirely based on the Renner fruit. Tasted at Schloss Gobelsburg in September 2019.“",1,,2606475,Schloss Gobelsburg Grüner Veltliner,Schloss Gobelsburg,12.5,white,2018,Österreich,Kamptal,9.95,"{'acidity': 0.7583610000000001, 'fizziness': 0, 'intensity': 0.27030604999999996, 'sweetness': 0.10377389999999997, 'tannin': 0}","{'black_fruit': 0.005607476635514018, 'citrus_fruit': 0.7271028037383177, 'dried_fruit': 0.005607476635514018, 'earth': 0.4766355140186916, 'floral': 0.05046728971962617, 'microbio': 0.10654205607476636, 'non_oak': 0.037383177570093455, 'oak': 0.0616822429906542, 'red_fruit': 0.001869158878504673, 'spices': 0.2130841121495327, 'tree_fruit': 1.0, 'tropical_fruit': 0.13271028037383178, 'vegetal': 0.15514018691588785}",3.8,//images.vivino.com/thumbs/YhD22i_DQW-HH-0qaEtUAw_pl_480x640.png
29318,1.0029134183251334,428_left,10590_right,470,470,Weingut Dönnhoff Riesling Spätlese Norheimer Kirschheck,Deutschland,Nahe,2020.0,white,19.5,https://www.wein-direktimport.de/weine/deutschland/nahe/weingut-doennhoff/4093/2020-riesling-spaetlese-norheimer-kirschheck?c=559,https://www.wein-direktimport.de/media/image/87/f5/b7/Norheimer-Kirschheck-Spaetlese-ZIP_200x300.jpg," Die 2020 Riesling Spätlese Norheimer Kirschheck ist klar und elegant, in dem derzeitigen jugendlichen aber noch sehr verschlossen. Am Gaumen knackiger Auftakt, mit großartiger Spannung, zupackender Frucht und ausgeprägter Eleganz. Die präsente und reife Fruchtsüße markiert den Höhepunkt des Weines. Hier gilt es, zu warten. Bis zum Jahr 2026 darf es sein.",1,,2468605,Dönnhoff Norheimer Kirschheck Riesling Spätlese,Dönnhoff,0.0,white,,Germany,Nahe,0.0,"{'acidity': 0.921735175, 'fizziness': 0, 'intensity': 0.505994375, 'sweetness': 0.431924175, 'tannin': 0}","{'black_fruit': 0.00684931506849315, 'citrus_fruit': 0.4863013698630137, 'dried_fruit': 0.02054794520547945, 'earth': 0.8767123287671232, 'floral': 0.19863013698630136, 'microbio': 0.136986301369863, 'non_oak': 0.03424657534246575, 'oak': 0.0821917808219178, 'red_fruit': 0.0136986301369863, 'spices': 0.04794520547945205, 'tree_fruit': 1.0, 'tropical_fruit': 0.2602739726027397, 'vegetal': 0.03424657534246575}",4.1,//images.vivino.com/thumbs/KWkTMH8aQ1qliXwnyYGH2A_pl_480x640.png
23632,0.9950000417143986,330_left,10600_right,364,364,Château de Beaucastel/Familie Perrin Côtes du Rhône Blanc 'Réserve',Frankreich,Rhône,2020.0,white,8.95,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/chateau-de-beaucastel/4436/2020-cotes-du-rhone-blanc-reserve?c=559,https://www.wein-direktimport.de/media/image/6a/1c/91/CdR-Blanc-Reserve-ZIP_200x300.jpg," Der 2020 Côtes du Rhône ist eine typische Cuvée aus den heimische Rebsorten Viognier, Grenache Blanc und den raren Rebsorten Marsanne und Roussanne. In der Nase wunderbar frisch, mit floralen Aromen, ergänzt von Aromen von reifen Birnen, Aprikosen, ein wenig Brioche, reifen Zitrusfrüchten und etwas Orangenzeste.Am Gaumen saftig, fruchtig, wieder mit feiner Zitrusfrucht, aromatisch, dabei sehr harmonisch mit mittlerer Säure, feiner Mineralik, dezenter Phenolik und guter Länge.",1,,9253283,Château de Beaucastel Réserve Côtes-du-Rhône Blanc,Château de Beaucastel,0.0,white,,Frankreich,Côtes-du-Rhône,0.0,"{'acidity': 0.5, 'fizziness': 0, 'intensity': 0.625, 'sweetness': 0.0, 'tannin': 0}","{'black_fruit': 0, 'citrus_fruit': 0.3333333333333333, 'dried_fruit': 0, 'earth': 0.6666666666666666, 'floral': 0, 'microbio': 0, 'non_oak': 0, 'oak': 0, 'red_fruit': 0, 'spices': 0, 'tree_fruit': 1.0, 'tropical_fruit': 0, 'vegetal': 0}",0.0,//images.vivino.com/labels/QuxFVUyWTpSCnoxrWPMoDA.jpg
18902,0.9857196596810376,254_left,10693_right,281,281,Château de Beaucastel/Familie Perrin Vinsobres Vieilles Vignes 'Les Hauts de Julien' Familie Perrin,Frankreich,Rhône,2016.0,red,29.9,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/chateau-de-beaucastel/2157/2016-vinsobres-vieilles-vignes-les-hauts-de-julien-familie-perrin?c=362,https://www.wein-direktimport.de/media/image/2a/77/f6/Les-Hauts-de-Julien_200x300.jpg," Das soll wirklich ein Vinsobre sein? Unglaublich, wie gut der Wein im Jahrgang 2016 gelungen ist. Bereits die Nase mit der würzigen, intensiven Aromatik ist überwältigend. Ganz viel reife Brombeere, eine Veilchenwiese wie aus dem Bilderbuch, dazu süße reife Schwarzkirsche, reife Pflaume, etwas Trockenobst, Orangeade und hintenraus Kaffee, Olivenpaste und feinstes Tabakblatt. Château9 läßt grüßen.Am Gaumen setzt sich das gewaltige Spiel fort. Wieder viel üppige, reife Frucht, der süße Kern paßt perfekt zur intensiven frucht mit oben genannten Aromen, ohne dabei ins marmeladige abzugleiten. Das verhindern auch die präsenten Gerbstoffe, aber es sind keine fiesen, trockenen Tanine aus Überextraktion, sondern bei aller Präsenz sind sie reif und seidig. Oder, wie ein Kollege meinte, feinpixelig. Der Abgang ist ebenso unglaublich gut wie der Auftakt, dieser Wein ist eine Klasse für sich.",1,,2056618,Famille Perrin Vinsobres Les Hauts De Julien,Famille Perrin,13.5,red,,France,Vinsobres,0.0,"{'acidity': 0.5915727, 'fizziness': 0, 'intensity': 0.735226875, 'sweetness': 0.16471582499999998, 'tannin': 0.552095525}","{'black_fruit': 1.0, 'citrus_fruit': 0, 'dried_fruit': 0.0967741935483871, 'earth': 0.5967741935483871, 'floral': 0.25806451612903225, 'microbio': 0.016129032258064516, 'non_oak': 0.016129032258064516, 'oak': 0.6612903225806451, 'red_fruit': 0.5483870967741935, 'spices': 0.3548387096774194, 'tree_fruit': 0.04838709677419355, 'tropical_fruit': 0, 'vegetal': 0.08064516129032258}",4.1,//images.vivino.com/thumbs/fjjS4OMNQVOeJPJYNvVM3A_pl_480x640.png
3008,0.9854470809657639,46_left,1785_right,51,51,Château de Beaucastel/Familie Perrin Côtes du Rhône 'Coudoulet de Beaucastel',Frankreich,Rhône,2019.0,red,240.0,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/chateau-de-beaucastel/4424/11-1-2019-cotes-du-rhone-coudoulet-de-beaucastel?c=362,https://www.wein-direktimport.de/media/image/0a/6b/2a/11-plus-1-Coudoulet-de-Beau-ZIP_200x300.jpg," Es wundert nicht, daß sich dieser Wein anders präsentiert als seine großen Geschwister. Bereits in der Jugend ist er unglaublich saftig und verführerisch gut trinkbar. Er hat unter anderem eine satte Frucht mit Aromen von Waldbeeren, Pflaumen, Brombeeren und Süßkirschen, dazu Veilchenblüte und feine Gewürzaromen der Garrigue.Am Gaumen ist er saftig, frisch, würzig und intensiv. Aufgrund seiner geschliffenen, feinen Tanine ist er trinkfertig und eignet sich damit gut, um die Wartezeit auf die Châteauneuf zu überbrücken. Er kann aber durchaus ein paar Jahre Reifezeit vertragen.  Decanter, Herbst 2021: „A well-balanced, perfectly ripe, very fresh expression this year. Fine tannins, with good grip, harmonious acidity and dark streak of concentrated fruit into the finish. You'll be glad you bought some of this. Not hugely deep or hugely complex, but beautifully balanced. 30% Grenache, 30% Mourvèdre, 10% Syrah, 10% Counoise, 10% Vaccarèse/Terret Noir/Muscardin, 3% Cinsault, 7% white varieties. Grenache and Cinsault fermented in cement, Syrah and Mourvèdre fermented in foudre.“",1,,1152896,Château de Beaucastel Coudoulet de Beaucastel Côtes-du-Rhône,Château de Beaucastel,14.0,red,2016,Frankreich,Côtes-du-Rhône,24.0,"{'acidity': 0.609699075, 'fizziness': 0, 'intensity': 0.73962915, 'sweetness': 0.18787189999999998, 'tannin': 0.546365675}","{'black_fruit': 1.0, 'citrus_fruit': 0.034278959810874705, 'dried_fruit': 0.06264775413711583, 'earth': 0.7635933806146572, 'floral': 0.07446808510638298, 'microbio': 0.0591016548463357, 'non_oak': 0.04373522458628842, 'oak': 0.6146572104018913, 'red_fruit': 0.9208037825059102, 'spices': 0.5271867612293144, 'tree_fruit': 0.030732860520094562, 'tropical_fruit': 0.008274231678486997, 'vegetal': 0.027186761229314422}",4.0,//images.vivino.com/thumbs/5pJsErx3SoqFW516HlESGA_pl_480x640.png
2840,0.9854470809657639,43_left,1785_right,48,48,Château de Beaucastel/Familie Perrin Côtes du Rhône 'Coudoulet de Beaucastel',Frankreich,Rhône,2019.0,red,22.0,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/chateau-de-beaucastel/4360/2019-cotes-du-rhone-coudoulet-de-beaucastel?c=362,https://www.wein-direktimport.de/media/image/ab/53/01/Coudoulet-de-Beaucastel-ZIP_200x300.jpg," Es wundert nicht, daß sich dieser Wein anders präsentiert als seine großen Geschwister. Bereits in der Jugend ist er unglaublich saftig und verführerisch gut trinkbar. Er hat unter anderem eine satte Frucht mit Aromen von Waldbeeren, Pflaumen, Brombeeren und Süßkirschen, dazu Veilchenblüte und feine Gewürzaromen der Garrigue.Am Gaumen ist er saftig, frisch, würzig und intensiv. Aufgrund seiner geschliffenen, feinen Tanine ist er trinkfertig und eignet sich damit gut, um die Wartezeit auf die Châteauneuf zu überbrücken. Er kann aber durchaus ein paar Jahre Reifezeit vertragen.  Decanter, Herbst 2021: „A well-balanced, perfectly ripe, very fresh expression this year. Fine tannins, with good grip, harmonious acidity and dark streak of concentrated fruit into the finish. You'll be glad you bought some of this. Not hugely deep or hugely complex, but beautifully balanced. 30% Grenache, 30% Mourvèdre, 10% Syrah, 10% Counoise, 10% Vaccarèse/Terret Noir/Muscardin, 3% Cinsault, 7% white varieties. Grenache and Cinsault fermented in cement, Syrah and Mourvèdre fermented in foudre.“",1,,1152896,Château de Beaucastel Coudoulet de Beaucastel Côtes-du-Rhône,Château de Beaucastel,14.0,red,2016,Frankreich,Côtes-du-Rhône,24.0,"{'acidity': 0.609699075, 'fizziness': 0, 'intensity': 0.73962915, 'sweetness': 0.18787189999999998, 'tannin': 0.546365675}","{'black_fruit': 1.0, 'citrus_fruit': 0.034278959810874705, 'dried_fruit': 0.06264775413711583, 'earth': 0.7635933806146572, 'floral': 0.07446808510638298, 'microbio': 0.0591016548463357, 'non_oak': 0.04373522458628842, 'oak': 0.6146572104018913, 'red_fruit': 0.9208037825059102, 'spices': 0.5271867612293144, 'tree_fruit': 0.030732860520094562, 'tropical_fruit': 0.008274231678486997, 'vegetal': 0.027186761229314422}",4.0,//images.vivino.com/thumbs/5pJsErx3SoqFW516HlESGA_pl_480x640.png
46624,0.9854470809657639,668_left,1785_right,751,751,Château de Beaucastel/Familie Perrin Côtes du Rhône 'Coudoulet de Beaucastel',Frankreich,Rhône,2019.0,red,22.0,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/chateau-de-beaucastel/4360/2019-cotes-du-rhone-coudoulet-de-beaucastel?c=657,https://www.wein-direktimport.de/media/image/ab/53/01/Coudoulet-de-Beaucastel-ZIP_200x300.jpg," Es wundert nicht, daß sich dieser Wein anders präsentiert als seine großen Geschwister. Bereits in der Jugend ist er unglaublich saftig und verführerisch gut trinkbar. Er hat unter anderem eine satte Frucht mit Aromen von Waldbeeren, Pflaumen, Brombeeren und Süßkirschen, dazu Veilchenblüte und feine Gewürzaromen der Garrigue.Am Gaumen ist er saftig, frisch, würzig und intensiv. Aufgrund seiner geschliffenen, feinen Tanine ist er trinkfertig und eignet sich damit gut, um die Wartezeit auf die Châteauneuf zu überbrücken. Er kann aber durchaus ein paar Jahre Reifezeit vertragen.  Decanter, Herbst 2021: „A well-balanced, perfectly ripe, very fresh expression this year. Fine tannins, with good grip, harmonious acidity and dark streak of concentrated fruit into the finish. You'll be glad you bought some of this. Not hugely deep or hugely complex, but beautifully balanced. 30% Grenache, 30% Mourvèdre, 10% Syrah, 10% Counoise, 10% Vaccarèse/Terret Noir/Muscardin, 3% Cinsault, 7% white varieties. Grenache and Cinsault fermented in cement, Syrah and Mourvèdre fermented in foudre.“",1,,1152896,Château de Beaucastel Coudoulet de Beaucastel Côtes-du-Rhône,Château de Beaucastel,14.0,red,2016,Frankreich,Côtes-du-Rhône,24.0,"{'acidity': 0.609699075, 'fizziness': 0, 'intensity': 0.73962915, 'sweetness': 0.18787189999999998, 'tannin': 0.546365675}","{'black_fruit': 1.0, 'citrus_fruit': 0.034278959810874705, 'dried_fruit': 0.06264775413711583, 'earth': 0.7635933806146572, 'floral': 0.07446808510638298, 'microbio': 0.0591016548463357, 'non_oak': 0.04373522458628842, 'oak': 0.6146572104018913, 'red_fruit': 0.9208037825059102, 'spices': 0.5271867612293144, 'tree_fruit': 0.030732860520094562, 'tropical_fruit': 0.008274231678486997, 'vegetal': 0.027186761229314422}",4.0,//images.vivino.com/thumbs/5pJsErx3SoqFW516HlESGA_pl_480x640.png
19213,0.9850879054957729,257_left,10813_right,286,286,Domaine des Bosquets Gigondas AC Rouge 'La Colline',Frankreich,Rhône,2016.0,red,56.5,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/domaine-des-bosquets/1796/2016-gigondas-ac-rouge-la-colline?c=362,https://www.wein-direktimport.de/media/image/78/ba/60/Gigondas-La-Colline_200x300.jpg," Josh Raynolds, Vinous, August 2018: „Lurid ruby-red. An expansive, highly perfumed bouquet evokes ripe red fruits, incense, candied flowers and smoky minerals, and a sexy Asian spice nuance builds in the glass. Sweet and penetrating, offering lucid raspberry liqueur, cherry and spicecake flavors that show outstanding depth as well as energy. Refuses to let go of the palate on the subtly tannic finish, which hangs on with superb focus, building sweetness and noteworthy tenacity.“   Joe Czerwinski, wine advocate, August 2018: „Rich, full-bodied and velvety, the 2016 Gigondas La Colline is marked by its elevated ripeness, but it carries the warmth, plum and chocolate notes well, adding hints of dried spices and fine leather. It stays vibrant and crisp, almost salty and zesty on the long, intense finish. Tasted twice, with consistent notes.“",1,,3887205,Domaine des Bosquets Gigondas La Colline,Domaine des Bosquets,0.0,red,,France,Gigondas,0.0,"{'acidity': 0.649525825, 'fizziness': 0, 'intensity': 0.768154625, 'sweetness': 0.09110182500000003, 'tannin': 0.566207}","{'black_fruit': 1.0, 'citrus_fruit': 0.06896551724137931, 'dried_fruit': 0.06896551724137931, 'earth': 0.41379310344827586, 'floral': 0.20689655172413793, 'microbio': 0.034482758620689655, 'non_oak': 0.0, 'oak': 0.4827586206896552, 'red_fruit': 0.9310344827586207, 'spices': 0.6896551724137931, 'tree_fruit': 0.034482758620689655, 'tropical_fruit': 0, 'vegetal': 0.034482758620689655}",4.3,//images.vivino.com/thumbs/Sib6hSXhS6CVGWvybubRpQ_pl_480x640.png
8318,0.9850879054957729,107_left,10813_right,117,117,Domaine des Bosquets Gigondas AC Rouge 'La Colline',Frankreich,Rhône,2019.0,red,48.0,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/domaine-des-bosquets/3895/2019-gigondas-ac-rouge-la-colline?c=362,https://www.wein-direktimport.de/media/image/85/92/fa/Photo-La-Colline-ZIP_200x300.jpg," Joe Czerwinski, Wine Advocate, März 2021: „Considering the heat of the year, the 2019 Gigondas La Colline is remarkably fresh and fragrant, with stunning garrigue notes joining hints of rose petals and citrus zest to accent raspberries and red plums. It's wonderfully silky and even airy feeling on the medium to full-bodied palate, despite what must be 15% alcohol. Aged in used demi-muids, there's no oak flavor, just a pleasant, smooth mouthfeel and a long, refreshing finish.“",1,,3887205,Domaine des Bosquets Gigondas La Colline,Domaine des Bosquets,0.0,red,,France,Gigondas,0.0,"{'acidity': 0.649525825, 'fizziness': 0, 'intensity': 0.768154625, 'sweetness': 0.09110182500000003, 'tannin': 0.566207}","{'black_fruit': 1.0, 'citrus_fruit': 0.06896551724137931, 'dried_fruit': 0.06896551724137931, 'earth': 0.41379310344827586, 'floral': 0.20689655172413793, 'microbio': 0.034482758620689655, 'non_oak': 0.0, 'oak': 0.4827586206896552, 'red_fruit': 0.9310344827586207, 'spices': 0.6896551724137931, 'tree_fruit': 0.034482758620689655, 'tropical_fruit': 0, 'vegetal': 0.034482758620689655}",4.3,//images.vivino.com/thumbs/Sib6hSXhS6CVGWvybubRpQ_pl_480x640.png
88590,0.984141257462891,1073_left,10982_right,1200,122,BLEASDALE Bremerview Shiraz,Australien,,2017.0,red,11.95,https://www.jacques.de/weine/16056/2017-bleasdale-bremerview-shiraz/?cPath=6_3952,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/16056_0.jpg,"


Shiraz ist die Parade-Rebsorte aus Down Under und sorgt auch hier für einen ausdrucksstarken Wein, der mit seinem intensiven Duft nach Kirschkompott, reifen Pflaumen, Eukalyptus und schwarzen Waldfrüchten geradezu aus dem Glas springt. Am Gaumen spiegelt sich das intensive Erlebnis wider: gehaltvoll, reif und würzig mit langem Nachhall.
",3,,17240,Bleasdale Bremerview Shiraz,Bleasdale,0.0,red,,Australia,Langhorne Creek,0.0,"{'acidity': 0.5174982, 'fizziness': 0, 'intensity': 0.9147780000000001, 'sweetness': 0.27555215, 'tannin': 0.557602825}","{'black_fruit': 1.0, 'citrus_fruit': 0.0223463687150838, 'dried_fruit': 0.0335195530726257, 'earth': 0.26256983240223464, 'floral': 0.01675977653631285, 'microbio': 0.03910614525139665, 'non_oak': 0.0335195530726257, 'oak': 0.7430167597765364, 'red_fruit': 0.22905027932960895, 'spices': 0.39664804469273746, 'tree_fruit': 0.0111731843575419, 'tropical_fruit': 0.00558659217877095, 'vegetal': 0.01675977653631285}",3.6,//images.vivino.com/thumbs/Lwh22vP4SDuxdlAQkp39GQ_pl_480x640.png
70725,0.9841078486759223,894_left,5211_right,1020,79,Weingut Hain Piesporter Goldtröpfchen Riesling Kabinett trocken,Deutschland,Mosel,2015.0,white,11.5,https://www.divino.de/weisswein/weingut-hain-piesporter-goldtroepfchen-riesling-kabinett-trocken,https://www.divino.de/media/image/thumbnail/2014_Hain_KTR_2_150x240.png,"Die Kabinette von Gernot Hain sind Paradebeispiele für modernen Riesling: frisch, mineralisch, ausgewogen und mit viel Individualität! Die Weine von der Spitzenlage Piesporter Goldtröpfchen nehmen, gemäß ihrer Einordnung als Prädikatsweine zwischen den soliden Qualitätsweinen und den feinen Spät- bzw. Auslesen, die zentrale Position im Sortiment des Weinguts ein - dementsprechend repräsentieren sie in geradezu idealer Weise den Stil des Hauses. Die trockene Variante zeigt große Eleganz durch die schöne Balance zwischen gut eingebundener Säure und ausdrucksvoller Riesling-Frucht. Diese Eigenschaft besitzen die feinherben Kabinette in noch stärkerem Maße: sie begeistern durch ein faszinierendes Wechselspiel von Säure, Frucht, Mineralität und maßvoller Restsüße. Alle Kabinette kommen trinkreif in den Verkauf, halten sich jedoch weitere drei bis vier Jahre. Durch die Alterung in der Flasche wird die fast perlende Frische einer immer feiner und nuancierter komponierten Komplexität weichen, ein Effekt, der sonst nur bei höherwertigen Prädikatsweinen auftritt. Gernot Hain sagt übrigens zum Thema Prädikate: 'Das Mostgewicht würde auch für eine Einstufung als Spätlese reichen, aber vom Charakter her sind die Weine eben perfekte Kabinette'. Wir sagen: das ist Understatement als Philosophie! ",2,,1650577,Weingut Hain Piesporter Riesling Trocken,Weingut Hain,0.0,white,2018,Deutschland,Piesport,9.95,"{'acidity': 0.93148495, 'fizziness': 0, 'intensity': 0.45499205, 'sweetness': 0.07858609999999999, 'tannin': 0}","{'black_fruit': 0, 'citrus_fruit': 0.6363636363636364, 'dried_fruit': 0, 'earth': 0.6363636363636364, 'floral': 0.045454545454545456, 'microbio': 0.09090909090909091, 'non_oak': 0.0, 'oak': 0.09090909090909091, 'red_fruit': 0, 'spices': 0.045454545454545456, 'tree_fruit': 1.0, 'tropical_fruit': 0.36363636363636365, 'vegetal': 0.22727272727272727}",3.6,//images.vivino.com/thumbs/J5brpnTBRR2gfSFor3ll_Q_pl_480x640.png
22950,0.9835309619785568,320_left,339_right,354,354,Weingut Markus Molitor Pinot Blanc Einstern*,Deutschland,Mosel,2019.0,white,14.8,https://www.wein-direktimport.de/weine/deutschland/mosel-und-saar/weingut-markus-molitor/4522/2019-pinot-blanc-einstern?c=559,https://www.wein-direktimport.de/media/image/5f/81/5f/Einstern-2019-ZIPDsMaBCnrFNPr2_200x300.jpg," Der 2019 Einstern* Pinot Blanc ist trotz seine klaren Struktur von einer betörenden Aromenfülle geprägt, er hat intensive Aromen unter anderem von gelben Äpfeln, Weinbergspfirsichen und Aprikosen, gepaart mit Zitruszeste und Orangenblüte.Am Gaumen zeigt sich verhalten der Einfluß vom Ausbau im Holzfaß, die leichte Phenolik und anregende Säure passen bestens zur klaren, gradlinigen und dennoch ungewöhnlich cremigen Frucht. Liebhaber der weißen Burgundersorten, auch die von Chardonnay, werden beim 2019 Einstern* mit einem tollen Geschmackserlebnis belohnt.",1,,5230295,Markus Molitor Einstern Pinot Blanc,Markus Molitor,12.0,white,2018,Deutschland,Mosel,14.8,"{'acidity': 0.70143665, 'fizziness': 0, 'intensity': 0.4194105, 'sweetness': 0.125248825, 'tannin': 0}","{'black_fruit': 0, 'citrus_fruit': 0.45454545454545453, 'dried_fruit': 0.030303030303030304, 'earth': 0.2878787878787879, 'floral': 0.06060606060606061, 'microbio': 0.12121212121212122, 'non_oak': 0.0, 'oak': 0.0, 'red_fruit': 0, 'spices': 0.07575757575757576, 'tree_fruit': 1.0, 'tropical_fruit': 0.16666666666666666, 'vegetal': 0.07575757575757576}",4.0,//images.vivino.com/thumbs/j2UbwYdUTwC0PWRQUidkBg_pl_480x640.png
36640,0.9835309619785568,557_left,339_right,614,614,Weingut Markus Molitor Pinot Blanc Einstern*,Deutschland,Mosel,2018.0,white,14.8,https://www.wein-direktimport.de/weine/deutschland/mosel-und-saar/weingut-markus-molitor/3295/2018-pinot-blanc-einstern?c=559,/themes/Frontend/WeinDirektimport/frontend/_public/src/img/no-picture.jpg," Der 2018 Einstern* Pinot Blanc ist trotz seine klaren Struktur von einer betörenden Aromenfülle geprägt, er hat intensive Aromen unter anderem von gelben Äpfeln, Weinbergspfirsichen und Aprikosen, gepaart mit Zitruszeste und Orangenblüte.Am Gaumen zeigt sich der Einfluß vom Ausbau im Holzfaß verhaltener als beim 2016er, die leichte Phenolik und anregende Säure passen bestens zur klaren, gradlinigen und dennoch ungewöhnlich cremigen Frucht. Liebhaber der weißen Burgundersorten, auch die von Chardonnay, werden beim 2018 Einstern* mit einem tollen Geschmackserlebnis belohnt.",1,,5230295,Markus Molitor Einstern Pinot Blanc,Markus Molitor,12.0,white,2018,Deutschland,Mosel,14.8,"{'acidity': 0.70143665, 'fizziness': 0, 'intensity': 0.4194105, 'sweetness': 0.125248825, 'tannin': 0}","{'black_fruit': 0, 'citrus_fruit': 0.45454545454545453, 'dried_fruit': 0.030303030303030304, 'earth': 0.2878787878787879, 'floral': 0.06060606060606061, 'microbio': 0.12121212121212122, 'non_oak': 0.0, 'oak': 0.0, 'red_fruit': 0, 'spices': 0.07575757575757576, 'tree_fruit': 1.0, 'tropical_fruit': 0.16666666666666666, 'vegetal': 0.07575757575757576}",4.0,//images.vivino.com/thumbs/j2UbwYdUTwC0PWRQUidkBg_pl_480x640.png
93193,0.9760928341860015,1130_left,8339_right,1257,179,"MONTE ZOVO Lugana ""Le Civaie""",Italien,,2020.0,white,11.8,https://www.jacques.de/weine/16766/2020-monte-zovo-lugana-le-civaie/?cPath=1_32,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/16766_0.jpg,"


Lugana ist Kult. Kein zweiter Weißwein Italiens boomt wie dieser Gardasee-Klassiker, was bei der überragenden Qualität, die dieser Lugana hat, auch nicht überrascht. Der Le Civaie glänzt mit Aromen nach reifer Birne, Honigmelone, Bergpfirsich, Jasmin, frischen Kräuter und Wiesenblüten. Am Gaumen rassig-fruchtig, aber auch fein und ausgewogen, vollmundig und geschmeidig, der Nachhall wie ein Sommergruß aus Italien. Wie gemacht für die leichte italienische Küche.
",3,,1308605,Monte Zovo Lugana Le Civaie,Monte Zovo,12.0,white,2020,Italien,Lugana,13.0,"{'acidity': 0.54793375, 'fizziness': 0, 'intensity': 0.5671296, 'sweetness': 0.32069099999999995, 'tannin': 0}","{'black_fruit': 0.027777777777777776, 'citrus_fruit': 1.0, 'dried_fruit': 0.0, 'earth': 0.4444444444444444, 'floral': 0.05555555555555555, 'microbio': 0.1111111111111111, 'non_oak': 0.1111111111111111, 'oak': 0.1111111111111111, 'red_fruit': 0.08333333333333333, 'spices': 0.19444444444444445, 'tree_fruit': 0.9166666666666666, 'tropical_fruit': 0.3611111111111111, 'vegetal': 0.1111111111111111}",4.0,//images.vivino.com/thumbs/1IlQ8W53QBWRtRN_y4MFDw_pl_480x640.png
